"ID","response","data_location","duration","confidence","reason","lineup","attempt","weight"
118,"8",15,45,4,"12_","turk11-examcorr-1",5,1
118,"14",12,142,3,"3_","turk11-dialyzerheterogeneous-4",2,1
118,"10",10,175,5,"3_","turk11-dialyzernonlinear-2",3,1
118,"13",13,98,3,"1_","turk11-cyclone-4",4,1
118,"7",15,14,4,"1_","turk11-radontranef-5",1,1
118,"1",16,35,4,"3_","turk11-examfanned-5",10,1
119,"10",10,80,5,"3_","turk11-dialyzernonlinear-2",2,1
119,"2",16,70,5,"4_","turk11-examfanned-5",9,1
119,"10",10,77,4,"4_","turk11-autismfanned2-4",5,1
119,"15",19,55,5,"2_","turk11-dialyzerheterogeneous-1",3,1
119,"10",10,24,5,"4_","turk11-autismordered-5",11,1
119,"10",10,26,4,"34_","turk11-examcorr-5",7,1
119,"15",14,54,4,"2_","turk11-radontranef-3",1,1
119,"13",13,89,5,"4_","turk11-cyclone-4",10,1
120,"8",8,23,1,"3_","turk11-examcorr-2",5,1
120,"1",16,50,1,"2_","turk11-autismfanned2-1",1,1
120,"3",20,64,1,"1_","turk11-radontranef-4",3,1
120,"6",16,216,2,"5_narrow spread","turk11-examfanned-3",4,1
120,"10",10,50,1,"3_","turk11-dialyzernonlinear-3",11,1
120,"13",12,41,1,"1_","turk11-dialyzerheterogeneous-4",10,1
120,"20",13,428,2,"2_","turk11-cyclone-4",9,1
120,"10",10,55,1,"4_","turk11-autismordered-5",6,1
122,"15",16,144,2,"1_","turk11-examfanned-3",9,1
122,"10",10,32,1,"3_","turk11-dialyzernonlinear-2",8,1
122,"13",13,108,2,"1_","turk11-cyclone-4",11,1
122,"10",10,82,2,"3_","turk11-autismfanned2-4",6,1
122,"10",19,104,3,"2_","turk11-dialyzerheterogeneous-1",1,1
122,"20",20,19,1,"3_","turk11-autismordered-3",7,1
122,"17",6,58,2,"1_","turk11-examcorr-3",5,1
122,"19",19,78,2,"1_","turk11-radontranef-1",4,1
123,"10",10,24,5,"34_","turk11-dialyzernonlinear-1",8,1
123,"10",10,19,4,"2_","turk11-autismordered-1",1,1
123,"18",18,31,3,"1_","turk11-examcorr-4",11,1
123,"18",15,31,4,"2_","turk11-radontranef-5",2,1
123,"19",16,20,4,"1_","turk11-autismfanned2-1",6,1
123,"1",16,29,3,"3_","turk11-examfanned-4",10,1
123,"11",13,32,4,"4_","turk11-cyclone-4",7,1
123,"19",19,45,3,"4_","turk11-dialyzerheterogeneous-1",3,1
124,"1",16,85,3,"3_","turk11-examfanned-2",4,0.333333333333333
124,"10",16,85,3,"3_","turk11-examfanned-2",4,0.333333333333333
124,"19",16,85,3,"3_","turk11-examfanned-2",4,0.333333333333333
124,"16",16,91,4,"3_","turk11-autismfanned2-5",12,1
124,"19",19,65,1,"4_","turk11-autismordered-2",13,1
124,"6",6,70,2,"3_","turk11-examcorr-3",3,0.5
124,"4",6,70,2,"3_","turk11-examcorr-3",3,0.5
124,"16",14,37,1,"1_","turk11-radontranef-3",5,1
124,"13",13,101,2,"3_","turk11-cyclone-3",10,1
124,"10",10,27,1,"3_","turk11-dialyzernonlinear-4",6,1
124,"15",10,96,3,"3_","turk11-dialyzerheterogeneous-2",11,0.5
124,"18",10,96,3,"3_","turk11-dialyzerheterogeneous-2",11,0.5
124,"19",7,72,3,"2_","turk11-dialyzerheterogeneous-5",1,0.333333333333333
124,"14",7,72,3,"2_","turk11-dialyzerheterogeneous-5",1,0.333333333333333
124,"7",7,72,3,"2_","turk11-dialyzerheterogeneous-5",1,0.333333333333333
124,"10",10,47,1,"3_","turk11-dialyzernonlinear-2",2,1
125,"8",16,132,3,"5_Consolidated","turk11-examfanned-5",5,1
125,"10",10,42,1,"24_","turk11-autismordered-5",4,1
125,"13",13,45,2,"1_","turk11-cyclone-3",8,1
125,"10",10,32,1,"34_","turk11-dialyzernonlinear-5",11,1
125,"2",15,26,2,"24_","turk11-autismfanned2-2",6,1
125,"13",7,85,3,"4_","turk11-dialyzerheterogeneous-5",7,1
125,"8",8,54,2,"23_","turk11-examcorr-2",1,1
125,"18",18,76,2,"12_","turk11-radontranef-2",2,1
126,"19",19,142,1,"4_","turk11-autismordered-2",3,1
126,"19",19,88,1,"3_","turk11-dialyzerheterogeneous-1",4,1
126,"9",10,40,1,"3_","turk11-dialyzernonlinear-1",20,1
126,"7",10,88,1,"3_","turk11-autismfanned2-4",17,1
126,"15",15,58,1,"34_","turk11-examcorr-1",23,1
126,"4",16,172,1,"5_space between strick","turk11-examfanned-5",8,1
126,"13",13,61,1,"5_tine","turk11-cyclone-5",22,1
126,"11",15,60,1,"13_","turk11-radontranef-5",16,1
126,"10",10,23,1,"3_","turk11-dialyzernonlinear-4",7,1
126,"13",13,30,1,"4_","turk11-cyclone-3",6,1
126,"10",7,108,1,"4_","turk11-dialyzerheterogeneous-5",11,1
126,"18",18,16,1,"3_","turk11-examcorr-4",18,1
126,"15",15,111,1,"5_Less Spread","turk11-examcorr-1",15,1
126,"4",16,77,1,"5_Non Connected Straw","turk11-examfanned-4",9,1
126,"20",20,254,1,"3_","turk11-autismordered-3",2,1
126,"7",7,82,1,"5_Less Dense","turk11-autismfanned2-3",14,1
126,"11",15,23,1,"1_","turk11-radontranef-5",10,1
127,"19",16,131,2,"2_","turk11-examfanned-1",5,0.5
127,"16",16,131,2,"2_","turk11-examfanned-1",5,0.5
127,"16",14,28,1,"1_","turk11-radontranef-3",3,1
127,"19",13,87,3,"3_","turk11-cyclone-3",2,1
127,"10",10,99,1,"3_","turk11-dialyzernonlinear-5",1,1
127,"16",16,35,2,"3_","turk11-autismfanned2-1",4,1
127,"8",8,38,3,"23_","turk11-examcorr-2",10,0.5
127,"14",8,38,3,"23_","turk11-examcorr-2",10,0.5
127,"15",7,30,2,"3_","turk11-dialyzerheterogeneous-5",11,1
127,"19",19,29,3,"3_","turk11-autismordered-2",8,1
128,"16",14,30,4,"3_","turk11-radontranef-3",3,1
128,"2",19,54,3,"2_","turk11-dialyzerheterogeneous-3",10,1
128,"16",16,33,4,"2_","turk11-autismfanned2-5",8,1
128,"6",16,57,4,"3_","turk11-examfanned-3",6,1
128,"13",13,38,4,"4_","turk11-cyclone-1",4,1
128,"3",15,20,5,"2_","turk11-examcorr-1",9,1
128,"19",19,45,4,"3_","turk11-autismordered-2",5,1
128,"10",10,30,5,"25_deep curves","turk11-dialyzernonlinear-4",7,1
129,"18",18,94,4,"4_","turk11-examcorr-4",12,1
129,"20",12,76,3,"2_","turk11-dialyzerheterogeneous-4",8,1
129,"4",6,28,4,"4_","turk11-examcorr-3",4,1
129,"20",16,66,3,"3_","turk11-examfanned-4",5,1
129,"10",10,36,4,"4_","turk11-dialyzernonlinear-5",7,1
129,"13",13,73,2,"3_","turk11-cyclone-1",1,1
129,"10",10,13,4,"4_","turk11-autismordered-1",9,1
129,"18",18,34,3,"3_","turk11-radontranef-2",11,1
129,"5",16,28,2,"3_","turk11-autismfanned2-1",2,1
130,"20",6,75,2,"1_","turk11-examcorr-3",6,1
130,"4",16,34,2,"1_","turk11-examfanned-1",10,1
130,"2",13,40,2,"1_","turk11-cyclone-3",12,1
130,"10",10,47,1,"4_","turk11-dialyzernonlinear-5",3,1
130,"20",20,36,2,"4_","turk11-autismordered-3",5,1
130,"17",7,20,1,"1_","turk11-autismfanned2-3",4,1
130,"18",18,23,1,"1_","turk11-radontranef-2",2,1
130,"19",19,21,1,"1_","turk11-radontranef-1",11,1
130,"20",19,26,2,"1_","turk11-dialyzerheterogeneous-3",9,1
131,"10",10,28,3,"1_","turk11-dialyzerheterogeneous-2",2,1
131,"10",10,17,2,"1_","turk11-dialyzernonlinear-5",4,1
131,"13",13,37,2,"5_","turk11-cyclone-3",7,1
131,"7",7,25,2,"3_","turk11-autismfanned2-3",9,1
131,"10",10,13,3,"35_","turk11-autismordered-1",5,1
131,"16",16,57,2,"5_","turk11-examfanned-5",8,1
131,"7",15,23,3,"1_","turk11-radontranef-5",3,1
131,"8",8,16,3,"1_","turk11-examcorr-2",6,1
132,"8",16,47,5,"4_","turk11-examfanned-1",10,1
132,"12",12,14,5,"4_","turk11-autismordered-4",2,1
132,"17",7,29,5,"2_","turk11-dialyzerheterogeneous-5",6,1
132,"15",15,48,5,"4_","turk11-autismfanned2-2",11,1
132,"10",13,61,5,"2_","turk11-cyclone-2",8,1
132,"16",10,22,5,"2_","turk11-dialyzernonlinear-1",4,1
132,"6",15,45,5,"4_","turk11-radontranef-5",5,1
132,"17",10,19,5,"2_","turk11-examcorr-5",7,1
132,"20",20,12,5,"4_","turk11-autismordered-3",12,1
134,"10",10,66,5,"15_large curves that others","turk11-dialyzernonlinear-3",6,1
134,"1",16,166,4,"2_","turk11-autismfanned2-1",4,1
134,"19",16,329,3,"2_","turk11-examfanned-1",3,1
134,"18",7,53,4,"2_","turk11-dialyzerheterogeneous-5",9,1
134,"16",14,88,4,"5_This is the only one which is completely on the faded line","turk11-radontranef-3",7,1
134,"5",8,105,4,"15_small spread","turk11-examcorr-2",8,1
134,"19",19,81,4,"34_","turk11-autismordered-2",10,1
134,"13",13,93,5,"35_Very narrow when compared to others","turk11-cyclone-5",5,1
135,"17",6,47,3,"5_Different from others","turk11-examcorr-3",5,1
135,"10",10,24,5,"5_Different from others","turk11-dialyzernonlinear-5",11,1
135,"10",10,19,4,"5_Different from others","turk11-autismordered-1",2,1
135,"13",13,46,4,"5_Different from others","turk11-cyclone-2",1,1
135,"16",16,215,3,"5_Different from others","turk11-examfanned-4",7,1
135,"19",19,77,3,"5_Different from others","turk11-dialyzerheterogeneous-1",8,1
135,"16",16,44,4,"5_Different from others","turk11-autismfanned2-1",4,1
135,"16",14,56,4,"5_Different from others","turk11-radontranef-3",6,1
136,"10",10,59,5,"5_Different from others","turk11-dialyzernonlinear-5",2,1
136,"16",16,97,4,"5_Different from others","turk11-examfanned-1",9,1
136,"15",15,43,3,"5_Different from others","turk11-autismfanned2-2",5,1
136,"10",10,12,4,"5_Different from others","turk11-autismordered-1",7,1
136,"10",10,39,4,"3_","turk11-examcorr-5",3,1
136,"13",13,32,4,"5_Different from others","turk11-cyclone-4",8,1
136,"10",10,36,4,"5_Different from others","turk11-dialyzerheterogeneous-2",6,1
136,"18",19,59,4,"5_Different from others","turk11-radontranef-1",11,0.5
136,"15",19,59,4,"5_Different from others","turk11-radontranef-1",11,0.5
137,"10",10,249,5,"34_","turk11-dialyzernonlinear-1",11,1
137,"12",18,76,5,"3_","turk11-radontranef-2",1,1
137,"13",12,67,4,"2_","turk11-dialyzerheterogeneous-4",5,1
137,"4",6,91,4,"4_","turk11-examcorr-3",2,1
137,"16",16,93,4,"12_","turk11-autismfanned2-1",9,1
137,"1",16,375,4,"3_","turk11-examfanned-2",10,1
137,"13",13,89,5,"34_","turk11-cyclone-4",3,1
137,"10",10,39,5,"1_","turk11-autismordered-1",4,1
138,"3",19,25,4,"1_","turk11-radontranef-1",4,1
138,"14",16,47,4,"2_","turk11-autismfanned2-1",1,1
138,"20",19,28,3,"1_","turk11-autismordered-2",5,1
138,"18",10,126,5,"2_","turk11-dialyzerheterogeneous-2",10,1
138,"1",16,11,2,"4_","turk11-examfanned-4",11,1
138,"2",13,35,4,"1_","turk11-cyclone-5",8,1
138,"8",8,13,2,"3_","turk11-examcorr-2",7,1
138,"10",10,12,2,"3_","turk11-dialyzernonlinear-5",2,1
139,"9",19,88,3,"3_","turk11-dialyzerheterogeneous-1",4,1
139,"20",20,16,1,"3_","turk11-autismordered-3",6,1
139,"19",16,10,1,"1_","turk11-examfanned-4",9,1
139,"10",10,7,1,"3_","turk11-dialyzernonlinear-5",11,1
139,"19",19,10,1,"2_","turk11-radontranef-1",5,1
139,"13",10,13,1,"2_","turk11-autismfanned2-4",3,1
139,"13",13,16,1,"3_","turk11-cyclone-3",7,1
139,"18",18,9,1,"3_","turk11-examcorr-4",10,1
140,"15",12,16,5,"4_","turk11-autismordered-4",8,1
140,"8",19,45,2,"1_","turk11-dialyzerheterogeneous-1",10,1
140,"10",19,46,3,"1_","turk11-dialyzerheterogeneous-3",9,1
140,"18",16,40,2,"2_","turk11-examfanned-3",4,1
140,"18",18,10,4,"3_","turk11-examcorr-4",2,1
140,"13",13,12,1,"4_","turk11-cyclone-3",5,1
140,"19",20,88,2,"4_","turk11-radontranef-4",1,1
140,"10",10,6,5,"3_","turk11-dialyzernonlinear-1",6,1
141,"20",20,8,5,"4_","turk11-autismordered-3",10,1
141,"5",7,37,3,"3_","turk11-dialyzerheterogeneous-5",12,1
141,"10",10,25,5,"3_","turk11-examcorr-5",7,0.333333333333333
141,"17",10,25,5,"3_","turk11-examcorr-5",7,0.333333333333333
141,"2",10,25,5,"3_","turk11-examcorr-5",7,0.333333333333333
141,"10",10,17,5,"4_","turk11-dialyzernonlinear-4",6,1
141,"13",13,82,2,"3_","turk11-cyclone-4",11,1
141,"20",7,25,4,"1_","turk11-autismfanned2-3",9,0.25
141,"17",7,25,4,"1_","turk11-autismfanned2-3",9,0.25
141,"7",7,25,4,"1_","turk11-autismfanned2-3",9,0.25
141,"2",7,25,4,"1_","turk11-autismfanned2-3",9,0.25
141,"20",19,20,5,"1_","turk11-dialyzerheterogeneous-3",2,1
141,"6",16,65,4,"2_","turk11-examfanned-5",1,1
141,"16",14,48,3,"3_","turk11-radontranef-3",3,1
142,"1",16,62,4,"3_","turk11-examfanned-2",10,0.5
142,"4",16,62,4,"3_","turk11-examfanned-2",10,0.5
142,"12",12,23,4,"3_","turk11-autismordered-4",8,0.5
142,"14",12,23,4,"3_","turk11-autismordered-4",8,0.5
142,"2",15,38,4,"3_","turk11-radontranef-5",1,1
142,"15",15,123,4,"3_","turk11-autismfanned2-2",9,1
142,"10",10,17,4,"3_","turk11-dialyzernonlinear-2",2,1
142,"13",13,108,4,"3_","turk11-cyclone-4",11,1
142,"18",18,21,4,"23_","turk11-examcorr-4",6,1
142,"2",7,84,4,"2_","turk11-dialyzerheterogeneous-5",4,1
143,"18",10,26,2,"1_","turk11-dialyzerheterogeneous-2",12,1
143,"20",20,51,1,"2_","turk11-autismordered-3",2,1
143,"18",14,19,1,"3_","turk11-radontranef-3",11,1
143,"10",10,19,1,"3_","turk11-dialyzernonlinear-3",5,1
143,"7",16,31,1,"2_","turk11-autismfanned2-5",7,1
143,"18",16,37,2,"2_","turk11-examfanned-5",3,1
143,"15",13,43,2,"2_","turk11-cyclone-3",10,1
143,"3",15,379,1,"2_","turk11-examcorr-1",4,1
143,"7",7,63,2,"2_","turk11-dialyzerheterogeneous-5",1,1
145,"1",16,210,5,"3_","turk11-examfanned-4",1,1
145,"10",10,52,5,"3_","turk11-dialyzernonlinear-2",6,1
145,"20",20,18,5,"2_","turk11-autismordered-3",9,1
145,"18",18,54,5,"3_","turk11-examcorr-4",7,1
145,"18",10,52,5,"4_","turk11-dialyzerheterogeneous-2",5,1
145,"3",10,81,5,"1_","turk11-autismfanned2-4",8,1
145,"4",14,44,5,"2_","turk11-radontranef-3",2,1
145,"10",13,104,5,"3_","turk11-cyclone-2",10,1
147,"6",6,24,5,"5_","turk11-examcorr-3",27,1
147,"13",13,123,5,"5_","turk11-cyclone-1",28,1
147,"10",10,36,5,"5_","turk11-dialyzernonlinear-3",24,1
147,"15",16,67,5,"5_","turk11-examfanned-4",26,1
147,"19",10,77,5,"5_","turk11-autismfanned2-4",29,1
147,"19",10,18,5,"5_","turk11-autismordered-5",23,1
147,"12",18,28,5,"5_","turk11-radontranef-2",25,1
147,"3",12,69,5,"5_","turk11-dialyzerheterogeneous-4",30,1
147,"5",15,43,5,"5_","turk11-autismfanned2-2",4,1
147,"10",10,49,5,"5_","turk11-examcorr-5",8,1
147,"6",12,45,5,"5_","turk11-autismordered-4",11,1
147,"10",10,69,5,"5_","turk11-dialyzernonlinear-5",1,1
147,"11",15,40,5,"5_","turk11-radontranef-5",3,1
147,"13",13,163,5,"5_","turk11-cyclone-1",10,1
147,"2",19,61,5,"5_","turk11-dialyzerheterogeneous-1",6,1
147,"15",16,160,5,"1234_","turk11-examfanned-3",5,1
147,"2",19,44,5,"5_","turk11-dialyzerheterogeneous-1",18,1
147,"13",13,64,5,"5_","turk11-cyclone-1",20,1
147,"15",16,114,5,"5_","turk11-examfanned-1",17,1
147,"14",10,18,5,"5_","turk11-autismordered-1",12,1
147,"12",10,76,5,"5_","turk11-autismfanned2-4",13,1
147,"12",18,40,5,"5_","turk11-radontranef-2",19,1
147,"10",10,28,5,"5_","turk11-dialyzernonlinear-5",21,1
147,"10",10,31,5,"5_","turk11-examcorr-5",16,1
147,"10",10,37,5,"5_","turk11-dialyzernonlinear-4",43,1
147,"15",16,140,5,"5_","turk11-examfanned-1",36,1
147,"18",18,25,5,"5_","turk11-examcorr-4",34,1
147,"13",13,85,5,"5_","turk11-cyclone-2",35,1
147,"10",15,44,5,"5_","turk11-autismfanned2-2",44,1
147,"6",20,41,5,"5_","turk11-radontranef-4",37,1
147,"19",10,16,5,"5_","turk11-autismordered-1",38,1
147,"2",19,44,5,"5_","turk11-dialyzerheterogeneous-1",41,1
148,"18",18,20,4,"1_","turk11-examcorr-4",1,1
148,"20",20,22,4,"4_","turk11-autismordered-3",2,1
148,"19",7,41,4,"4_","turk11-dialyzerheterogeneous-5",3,1
148,"3",19,49,4,"1_","turk11-radontranef-1",7,1
148,"6",16,72,4,"2_","turk11-examfanned-1",8,1
148,"13",13,45,4,"1_","turk11-cyclone-1",4,1
148,"10",10,36,4,"4_","turk11-dialyzernonlinear-2",11,1
148,"7",7,48,4,"1_","turk11-autismfanned2-3",10,1
149,"14",10,64,2,"2_","turk11-dialyzernonlinear-5",4,1
149,"4",13,63,1,"2_","turk11-cyclone-1",11,1
149,"18",18,40,1,"3_","turk11-radontranef-2",10,1
149,"2",15,39,1,"2_","turk11-autismfanned2-2",5,1
149,"10",10,30,1,"2_","turk11-autismordered-1",9,1
149,"3",19,88,1,"2_","turk11-dialyzerheterogeneous-1",2,1
149,"3",6,97,1,"2_","turk11-examcorr-3",6,1
149,"19",16,98,2,"1_","turk11-examfanned-3",7,1
150,"13",13,41,3,"3_","turk11-cyclone-3",15,1
150,"3",19,50,3,"1_","turk11-dialyzerheterogeneous-1",20,1
150,"18",18,24,3,"1_","turk11-examcorr-4",12,1
150,"10",10,24,3,"1_","turk11-autismfanned2-4",21,1
150,"10",10,17,4,"4_","turk11-autismordered-5",13,1
150,"10",10,26,3,"1_","turk11-dialyzernonlinear-4",17,1
150,"3",19,21,3,"1_","turk11-radontranef-1",18,1
150,"1",16,35,3,"1_","turk11-examfanned-2",14,1
150,"6",6,32,3,"1_","turk11-examcorr-3",1,1
150,"13",13,144,3,"3_","turk11-cyclone-3",3,1
150,"15",15,30,3,"1_","turk11-autismfanned2-2",7,1
150,"1",16,46,3,"1_","turk11-examfanned-2",8,1
150,"10",10,117,3,"1_","turk11-dialyzernonlinear-4",6,1
150,"19",19,21,3,"14_","turk11-autismordered-2",11,1
150,"16",14,30,3,"1_","turk11-radontranef-3",10,1
150,"18",7,58,3,"1_","turk11-dialyzerheterogeneous-5",5,1
151,"7",7,234,2,"3_","turk11-autismfanned2-3",7,1
151,"12",16,227,2,"2_","turk11-examfanned-4",2,1
151,"13",12,132,2,"2_","turk11-dialyzerheterogeneous-4",5,1
151,"13",13,226,2,"3_","turk11-cyclone-2",9,1
151,"20",20,37,2,"5_vertically displaced","turk11-autismordered-3",11,1
151,"19",20,85,2,"1_","turk11-radontranef-4",1,1
151,"10",10,120,2,"3_","turk11-dialyzernonlinear-2",6,1
151,"10",10,46,2,"3_","turk11-examcorr-5",10,1
153,"15",15,42,2,"4_","turk11-autismfanned2-2",3,1
153,"3",19,17,3,"1_","turk11-radontranef-1",4,1
153,"10",10,9,3,"3_","turk11-autismordered-5",8,1
153,"19",19,37,2,"4_","turk11-dialyzerheterogeneous-1",2,1
153,"13",13,95,1,"1_","turk11-cyclone-5",9,1
153,"16",16,19,2,"4_","turk11-examfanned-1",6,1
153,"10",10,8,5,"4_","turk11-dialyzernonlinear-3",5,1
153,"8",8,26,5,"3_","turk11-examcorr-2",1,1
154,"8",8,28,1,"3_","turk11-examcorr-2",4,1
154,"6",10,48,4,"1_","turk11-dialyzerheterogeneous-2",8,1
154,"10",10,19,2,"3_","turk11-autismordered-5",6,1
154,"19",20,50,2,"1_","turk11-radontranef-4",7,0.5
154,"3",20,50,2,"1_","turk11-radontranef-4",7,0.5
154,"10",10,103,1,"3_","turk11-dialyzernonlinear-5",11,1
154,"13",13,46,3,"3_","turk11-cyclone-3",10,1
154,"4",16,61,4,"1_","turk11-examfanned-5",9,1
154,"10",10,19,2,"4_","turk11-autismfanned2-4",5,1
155,"15",16,91,2,"1_","turk11-examfanned-4",8,1
155,"16",16,82,4,"14_","turk11-autismfanned2-1",9,1
155,"10",10,102,5,"134_","turk11-dialyzernonlinear-4",6,1
155,"10",10,15,5,"3_","turk11-autismordered-1",3,1
155,"12",12,40,4,"1_","turk11-dialyzerheterogeneous-4",1,1
155,"13",13,40,4,"4_","turk11-cyclone-3",5,1
155,"18",18,116,5,"3_","turk11-examcorr-4",4,1
155,"3",20,87,4,"3_","turk11-radontranef-4",10,1
156,"10",10,12,4,"3_","turk11-autismordered-1",17,1
156,"10",10,278,5,"3_","turk11-dialyzernonlinear-5",3,1
156,"15",13,6,3,"4_","turk11-cyclone-1",19,1
156,"15",16,11,4,"3_","turk11-examfanned-5",8,1
156,"20",13,180,4,"2_","turk11-cyclone-1",6,1
156,"18",15,81,5,"2_","turk11-radontranef-5",11,1
156,"15",16,217,4,"1_","turk11-examfanned-5",1,1
156,"18",18,45,5,"1_","turk11-examcorr-4",5,1
156,"15",15,29,4,"4_","turk11-examcorr-1",15,1
156,"13",10,78,5,"2_","turk11-autismfanned2-4",14,0.5
156,"3",10,78,5,"2_","turk11-autismfanned2-4",14,0.5
156,"5",7,52,3,"4_","turk11-dialyzerheterogeneous-5",9,1
156,"19",16,53,4,"4_","turk11-examfanned-1",16,1
156,"10",10,21,4,"4_","turk11-autismordered-5",4,1
156,"10",10,68,4,"4_","turk11-dialyzernonlinear-2",12,1
157,"13",13,88,2,"3_","turk11-cyclone-5",2,1
157,"10",10,60,2,"2_","turk11-dialyzernonlinear-5",4,1
157,"19",19,99,3,"1_","turk11-radontranef-1",3,1
157,"19",18,102,3,"1_","turk11-examcorr-4",7,1
157,"13",13,35,2,"3_","turk11-cyclone-3",11,1
157,"15",16,54,3,"1_","turk11-examfanned-2",10,1
157,"3",19,90,3,"13_","turk11-dialyzerheterogeneous-3",6,0.5
157,"10",19,90,3,"13_","turk11-dialyzerheterogeneous-3",6,0.5
157,"18",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
157,"14",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
157,"12",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
157,"9",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
157,"7",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
157,"2",12,49,2,"5_dots","turk11-autismordered-4",9,0.166666666666667
158,"18",18,15,4,"3_","turk11-examcorr-4",1,1
158,"20",20,33,5,"3_","turk11-autismordered-3",9,1
158,"13",10,151,4,"4_","turk11-dialyzerheterogeneous-2",5,1
158,"4",16,53,2,"1_","turk11-examfanned-3",10,1
158,"10",10,9,5,"4_","turk11-dialyzernonlinear-3",6,1
158,"17",16,23,3,"1_","turk11-autismfanned2-5",3,1
158,"16",14,37,4,"3_","turk11-radontranef-3",2,1
158,"13",13,86,2,"1_","turk11-cyclone-5",4,1
159,"13",13,43,3,"4_","turk11-cyclone-4",7,1
159,"9",12,104,2,"2_","turk11-dialyzerheterogeneous-4",3,1
159,"10",10,119,5,"2_","turk11-autismordered-1",9,1
159,"10",10,50,5,"4_","turk11-examcorr-5",1,1
159,"20",16,55,3,"2_","turk11-examfanned-2",4,1
159,"16",14,52,3,"3_","turk11-radontranef-3",5,1
159,"10",10,42,5,"4_","turk11-dialyzernonlinear-4",2,1
159,"16",16,80,3,"2_","turk11-autismfanned2-5",10,1
160,"10",10,15,5,"3_","turk11-dialyzernonlinear-4",9,1
160,"14",16,51,2,"1_","turk11-examfanned-3",5,0.5
160,"16",16,51,2,"1_","turk11-examfanned-3",5,0.5
160,"8",8,13,4,"3_","turk11-examcorr-2",4,1
160,"20",20,46,2,"1_","turk11-radontranef-4",1,1
160,"20",10,60,1,"1_","turk11-dialyzerheterogeneous-2",8,1
160,"10",10,13,3,"13_","turk11-autismordered-5",11,1
160,"13",13,76,2,"1_","turk11-cyclone-2",2,1
160,"7",7,30,3,"12_","turk11-autismfanned2-3",6,1
162,"20",20,6,4,"4_","turk11-autismordered-3",11,1
162,"16",16,20,4,"2_","turk11-examfanned-4",6,1
162,"16",16,22,4,"2_","turk11-autismfanned2-1",1,1
162,"9",19,44,3,"2_","turk11-dialyzerheterogeneous-1",3,1
162,"13",13,29,4,"5_skinniest","turk11-cyclone-4",7,1
162,"10",10,10,5,"3_","turk11-dialyzernonlinear-4",10,1
162,"18",18,11,4,"3_","turk11-radontranef-2",9,1
162,"10",10,10,3,"3_","turk11-examcorr-5",4,1
163,"19",19,9,3,"2_","turk11-autismordered-2",1,1
163,"16",16,17,3,"1_","turk11-examfanned-5",3,1
163,"3",20,13,3,"3_","turk11-radontranef-4",4,1
163,"18",16,12,2,"3_","turk11-autismfanned2-5",5,1
163,"10",13,17,3,"3_","turk11-cyclone-1",6,1
163,"17",6,11,3,"3_","turk11-examcorr-3",7,1
163,"19",7,14,3,"3_","turk11-dialyzerheterogeneous-5",8,1
163,"10",10,19,1,"3_","turk11-dialyzernonlinear-4",10,1
164,"20",20,24,2,"3_","turk11-autismordered-3",7,1
164,"10",10,24,2,"3_","turk11-dialyzernonlinear-4",10,1
164,"1",16,33,2,"4_","turk11-examfanned-2",6,1
164,"8",8,15,2,"4_","turk11-examcorr-2",9,1
164,"18",15,79,2,"3_","turk11-radontranef-5",8,1
164,"13",13,52,2,"3_","turk11-cyclone-5",11,1
164,"16",16,43,2,"4_","turk11-autismfanned2-5",2,1
164,"10",19,46,2,"4_","turk11-dialyzerheterogeneous-3",4,1
165,"19",7,59,4,"1_","turk11-dialyzerheterogeneous-5",2,0.5
165,"7",7,59,4,"1_","turk11-dialyzerheterogeneous-5",2,0.5
165,"19",19,45,3,"12_","turk11-dialyzerheterogeneous-1",10,0.5
165,"3",19,45,3,"12_","turk11-dialyzerheterogeneous-1",10,0.5
165,"10",10,10,5,"2_","turk11-dialyzernonlinear-2",14,1
165,"13",13,32,4,"5_less data points","turk11-cyclone-1",8,1
165,"2",7,17,4,"1_","turk11-autismfanned2-3",12,0.333333333333333
165,"20",7,17,4,"1_","turk11-autismfanned2-3",12,0.333333333333333
165,"17",7,17,4,"1_","turk11-autismfanned2-3",12,0.333333333333333
165,"18",18,29,5,"3_","turk11-examcorr-4",6,0.333333333333333
165,"4",18,29,5,"3_","turk11-examcorr-4",6,0.333333333333333
165,"10",18,29,5,"3_","turk11-examcorr-4",6,0.333333333333333
165,"20",14,42,4,"12_","turk11-radontranef-3",11,1
165,"1",16,45,2,"1_","turk11-examfanned-1",7,1
165,"12",12,53,5,"3_","turk11-autismordered-4",4,1
165,"10",10,12,5,"2_","turk11-dialyzernonlinear-4",13,1
166,"13",16,63,2,"2_","turk11-examfanned-5",4,1
166,"15",10,52,1,"2_","turk11-dialyzerheterogeneous-2",1,1
166,"9",20,14,3,"1_","turk11-autismordered-3",9,1
166,"10",10,21,3,"2_","turk11-examcorr-5",11,1
166,"10",10,34,1,"4_","turk11-dialyzernonlinear-2",7,1
166,"13",15,24,3,"4_","turk11-radontranef-5",10,1
166,"10",13,62,1,"3_","turk11-cyclone-5",12,1
